"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"2218";"https://sinobas.aemet.es/index.php?pag=detal&rep=2218";"Noromet";"";"2026-07-12";"17:00";"+/- 1 hora";"2026-07-17";"Granizada Singular";"Alta";"43.570";"-6.946";"20";"Asturias";"Tapia de Casariego";"C. Pozo, 13, 33740 Tapia de Casariego, Asturias, España";"33740";"El fenómeno se produjo en las inmediaciones de Tapia de Casariego, aunque existen reportes de sucesos similares en otras localidades del entorno durante la tarde (Ribadeo, Foz, San Tirso de Abres).";"A primera hora de la tarde del 12 de julio de 2026, una línea convectiva se generó entre el extremo occidental de Asturias y el este de la provincia de Lugo, generando numerosos núcleos tormentosos a lo largo de la tarde. En uno de ellos, que cruzó la localidad de Tapia de Casariego sobre las 17:00h, se registraron granizos de gran tamaño (hasta 3-4 cm), sorprendiendo a los bañistas en las playas y a numerosas personas que se encontraban celebrando la festividad del Carmen en la localidad.";"NO";"NO";"No constan.";"No se conocen, aunque probablemente, al igual que en fenómenos similares, se produjeron daños en huertas y árboles frutales debido a las dimensiones del granizo.";"";"0";"0";"Información en los medios, Fotos o videos del evento";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 3 y 4";"SD";"SD";"SD";"Hielo claro";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2219";"https://sinobas.aemet.es/index.php?pag=detal&rep=2219";"Noromet";"";"2026-06-22";"03:00";"+/- 1 hora";"2026-07-17";"Reventón Cálido";"Alta";"43.362";"-5.863";"244";"Asturias";"Oviedo";"Av. Valentín Masip, 25, 33013 Oviedo, Asturias, España";"33013";"El fenómeno afectó a buena parte de las zonas llanas del centro del Principado de Asturias en diferentes momentos de la noche, aunque la mayor intensidad se dio al oeste de la ciudad de Oviedo y en buena parte de la ciudad de Gijón.";"Al comienzo de la madrugada del 22 de junio del 2026, tras una larga jornada de altas temperaturas en el Principado de Asturias, alcanzando los 35ºC, se generaron unas células tormentosas hacia la llanura central asturiana, dejando abundante aparato eléctrico y precipitación. No obstante, los acumulados fueron escasos y breves, siendo sustituidos rápidamente por fuertes rachas de viento muy secas (hasta 66 km/h en Oviedo-Buenavista), que elevaron la temperatura hasta 12ºC por encima de las que había a medianoche. Las mayores oscilaciones de temperatura tuvieron lugar en la ciudad de Oviedo (de 20,7ºC a 33,3ºC en Buenavista, de 20,9ºC a 32,1ºC en La Florida, de 20,4ºC a 29ºC en Fozaneldi) y en Gijón (20,8ºC a 31,8ºC en Vega de Baxu, 21,4ºC a 31,8ºC en La Calzada), aunque se dieron reportes semejantes en diversas zonas del centro de Asturias (19,9ºC a 31,2ºC en Posada de Llanera, 19,6ºC a 30,2ºC en Molleda, Corvera, 19,8ºC a 29ºC en Brañaverniz, Villaviciosa). El fenómeno duró entre unos pocos minutos y cerca de media hora en función de la zona, ocurriendo en primer lugar en Oviedo (02:40h) y más tarde en las localidades costeras (03:00-04:00h).";"NO";"NO";"No constan.";"Rotura de ramas de tamaño mediano y grande, caída de árboles en parques.";"";"0";"0";"Testigo del evento, Testigo de los daños";"";"";"";"SD";"T0: 61-86 km/h";"66";"";"";"10 minutos";"Lluvia ligera o moderada, Tormenta";"Entre 30 y 40 km";"Mayor que 4 km";"SD";"sur a norte";"";"+11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2220";"https://sinobas.aemet.es/index.php?pag=detal&rep=2220";"MeteOrihuela";"FrostSE";"2026-07-23";"17:45";"+/- 1 minuto";"2026-07-24";"Reventón / Frente de racha";"No Validado";"38.003";"-1.158";"50";"Murcia";"Murcia";"C. Alonso de Tenza, 7, 30009 Murcia, España";"30009";"Espinardo, Asociación Vecinal Joven Futura";"Línea de tormentas, con fuerte viento asociado, que fue avanzando de oeste a este por el Valle del Guadalentín, registrando una intensificación al llegar al área metropolitana de Murcia, para marcar reflectividades de hasta 54 dBZ en el radar meteorológico. El fenómeno adverso más destacado fue el viento, con rachas que superaron los 80 km/h. Además, debido a este evento, se ha batido el récord de racha máxima de viento para un mes de julio en el observatorio oficial de AEMET en Murcia (Guadalupe), con datos desde 1984.";"NO";"NO";"Voladura de la cubierta de la terraza de un ático, rotura de pérgolas.";"Caída de árboles (algunos de grandes dimensiones), señales de tráfico, marquesinas, mobiliario de terrazas de establecimientos.";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"menor que EF0";"T1: 87-115 km/h";"90";"";"";"5 minutos";"Lluvia ligera o moderada, Polvo o arena levantado por el viento, Tormenta";"SD";"SD";"SD";"oeste a este";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2221";"https://sinobas.aemet.es/index.php?pag=detal&rep=2221";"ProyectoMastral";"AMETSE";"2026-07-23";"19:00";"+/- 5 minutos";"2026-07-24";"Reventón Cálido";"No Validado";"38.022";"-0.699";"17";"Alicante";"El Chaparral";"Av. Adradas, 206, 03184 El Chaparral, Alicante, España";"03184";"El fenómeno afectó a la zona de Los Montesinos y el norte de Torrevieja.";"Sobre las siete de la tarde, al paso de la nubosidad que dejó algunas lluvias en el interior de la Vega Baja, la temperatura comenzó a subir rápidamente y se registraron rachas repentinas de viento que levantaron mucho polvo, generando algunos daños materiales. Este fenómeno hay constancia de que afectó especialmente a la zona de Los Montesinos, donde se midieron rachas por encima de los 80 km/h, el norte de Torrevieja y La Mata.";"NO";"NO";"Caída de alguna farola. Rotura de toldos y pequeños muros.";"";"";"0";"0";"Testigo del evento, Informado por un testigo del evento, Fotos o videos del evento, Fotos o videos de los daños, Informe por un meteorólogo aficionado";"";"";"";"menor que EF0";"T0: 61-86 km/h";"85";"";"";"15 minutos";"Lluvia ligera o moderada, Polvo o arena levantado por el viento, Tormenta";"Entre 10 y 15 km";"SD";"SD";"oeste a este";"";"+9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2222";"https://sinobas.aemet.es/index.php?pag=detal&rep=2222";"GDStudios";"";"2026-07-24";"19:15";"+/- 1 minuto";"2026-07-24";"Tolvanera";"Media";"37.414";"-6.018";"10";"Sevilla";"Camas";"Ronda Urbana Nte, 41900 Camas, Sevilla, España";"41900";"SE-30 a la altura del estadio de la Cartuja";"Sucedió en torno a las 19:15, levantó polvo y meneó algunas ramas, nos percatamos de él nada más pasar el puente de acceso al estadio en dirección Oeste. Tardamos como un minuto en empezar a grabarlo por lo que lo pillamos ya muy débil. Además ha sido un día con temperaturas muy elevadas y mucha calma del viento en general";"NO";"NO";"Ninguno";"Ramas rotas";"0";"0";"0";"Testigo del evento, Testigo de los daños, Fotos o videos del evento";"";"1";"";"menor que EF0";"T0: 61-86 km/h";"80";"";"";"2 minutos";"Sin Precipitación, Polvo o arena levantado por el viento";"Menor de 0,5 km";"10 metros";"20 metros";"norte a sur";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2223";"https://sinobas.aemet.es/index.php?pag=detal&rep=2223";"MeteOrihuela";"FrostSE";"2026-07-23";"19:05";"+/- 1 minuto";"2026-07-25";"Reventón Cálido";"No Validado";"38.090";"-0.651";"28";"Alicante";"Guardamar del Segura";"Carrer Enginyer Mira, 25, 03140 Guardamar del Segura, Alicante, España";"03140";"En mayor o menor medida, el fenómeno se notó en todo el término municipal de Guardamar del Segura.";"En torno a las 19:00 horas, una línea de tormentas fue perdiendo entidad en su avance del interior a la costa por la comarca de la Vega Baja del Segura. Al llegar a la orilla del mar, el efecto más significativo que tuvo fue dejar de manera súbita y repentina rachas de viento de hasta 70 km/h, provocando un extraordinario ascenso de la temperatura (de 29 a casi 42ºC) y un extraordinario descenso de la humedad (del 85 al 25%). Este evento provocó la caída de árboles y palmeras, daños en los cultivos, así como la rotura de toldos y mobiliario urbano. Por supuesto, también se encargó de levantar mucho polvo y arena.";"NO";"NO";"Rotura de toldos y mobiliario urbano.";"Caída de arbolado y daños en los cultivos.";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"menor que EF0";"T0: 61-86 km/h";"70";"";"";"15 minutos";"Lluvia ligera o moderada, Polvo o arena levantado por el viento, Tormenta";"Entre 10 y 15 km";"SD";"SD";"oeste a este";"";"+12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2224";"https://sinobas.aemet.es/index.php?pag=detal&rep=2224";"Meteo12";"";"2025-10-25";"09:00";"+/- 5 minutos";"2026-07-27";"Precipitación Súbita Torrencial";"Baja";"37.452";"-6.282";"68";"Sevilla";"Aznalcóllar";"FP29+X9 Aznalcóllar, España";"41870";"Me levante por la mañana para ir a trabajar cuando fui direccion A-49 direccion sevilla vi esa gran nube que se puede apreciar en la imagen, algunos testigos de aznalcollar el pueblo donde se intensifico la tormenta decenas de minutos antes de que la viera, me han enviado videos de granizadas pequeñas que duro segundos y tambien videos una gran cantidad de rayos cayendo en poco tiempo.
Varis calles se convirtieron en rios debido a la gran cantidad de lluvia que cayo.
Las tapaderas de las casa se levantaron debido a las lluvias intensas";"(Testimonio de los testigos)1ºTestigo: Empezo a chispear y derrepente apreto bastante y a los 6 minutos mas o menos estaba cayendo la de dios.
2ºTestigo:";"NO";"NO";"Calles inundadas y casas encharcadas junto a que tapaderas de las alcantarillas fueron levantadas por culpa de la lluvia.";"no hay";"0";"0";"0";"Informado por un testigo del evento, Informado por un testigo de los daños, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"20 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"";"08:20";"";"";"";"";"100";"";"120";"Si";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2225";"https://sinobas.aemet.es/index.php?pag=detal&rep=2225";"Meteo12";"";"2025-10-29";"10:15";"+/- 1 hora";"2026-07-27";"Precipitación Súbita Torrencial";"Alta";"37.356";"-6.278";"78";"Sevilla";"Huévar del Aljarafe";"Padre Garcia Escudero, 20B, 41830 Huévar del Aljarafe, Sevilla, España";"41830";"El episodio de lluvia torrencial afectó de forma generalizada al casco urbano del municipio. La elevada intensidad de la precipitación provocó la inundación de numerosas calles, con acumulaciones de agua de hasta 30 cm en varios puntos. El centro médico sufrió una inundación que dejó importantes acumulaciones de barro en el interior y obligó a realizar labores de limpieza. Asimismo, el colegio del municipio tuvo que evacuar a los alumnos como medida de seguridad debido a la inundación de los accesos y al riesgo asociado al episodio. La red de drenaje resultó insuficiente para evacuar el caudal, produciéndose el levantamiento y desplazamiento de varias tapas de alcantarilla por la presión del agua.
Mi estación de radar que tengo en casa detecto muchísima lluvia.";"Durante el episodio se desarrolló una tormenta asociada a un cumulonimbo de gran desarrollo vertical, que produjo precipitaciones de intensidad torrencial en un corto periodo de tiempo. La elevada intensidad de la lluvia superó la capacidad de la red de drenaje urbano, provocando la rápida inundación de numerosas calles del municipio. Se registraron acumulaciones de agua de hasta 30 cm en diversos puntos, lo que ocasionó la entrada de agua y barro en el centro médico. Asimismo, fue necesaria la evacuación preventiva de los alumnos del colegio debido a las inundaciones y al riesgo para la seguridad. La presión ejercida por el agua en la red de saneamiento provocó el levantamiento y desplazamiento de varias tapas de alcantarilla. El episodio ocasionó importantes problemas de movilidad y daños por inundación en el casco urbano.";"NO";"NO";"El centro medico se inundo provocando que muchos muebles se pudran y que el centro quede inoperativo.
Muchas casa se inundaron.
Tapaderas de alcantarillas de 80kg se salieron de las alcantarillas y se quedaron flotando en el agua que salia con gran presion de la alcantarilla.
Nos evacuaron del instituto debido a los fuertes vientos.";"Se sospeca de tornado debido a que en el campo se puede apreciar hasta dia de hoy muchos olivos sin ramas y destrozados y muchos arboles arrancaados de raiz junto a algo de destruccion.";"3000";"";"";"Testigo del evento, Testigo de los daños, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"120";"";"";"";"";"";"120";"";"140";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2226";"https://sinobas.aemet.es/index.php?pag=detal&rep=2226";"plopez";"AEMET";"2026-07-23";"10:15";"+/- 15 minutos";"2026-07-30";"Reventón Cálido";"Alta";"36.449";"-6.246";"2";"Cádiz";"San Fernando";"CQX3+HF San Fernando, España";"11100";"Intervalos de vientos fuertes en gran parte de la provincia de Cádiz. Evidencias en EMAs de Chipioa, Rota, San Fernando, Cádiz, Jerez de la Frontera, San José del Valle y Medina Sidonia";"Vientos fuertes registrados en gran parte de la provincia de Cádiz entre las 10:00 y las 16:00 UTC. Adicionalmente, se aprecian extrañas nubes en forma de rodillo en capas bajas asociadas al primer reventón.";"NO";"NO";"De poca consideración";"Escasos";"0";"0";"0";"Información en los medios, Fotos o videos de los daños, Informe por un meteorólogo profesional";"";"";"";"menor que EF0";"SD";"80";"";"";"5 minutos";"Polvo o arena levantado por el viento";"Mayor de 50 km";"Mayor que 4 km";"Mayor que 4 km";"suroeste a noreste";"";"+5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2227";"https://sinobas.aemet.es/index.php?pag=detal&rep=2227";"GorkaHermoso";"";"2026-08-08";"20:50";"+/- 15 minutos";"2026-08-09";"Reventón / Frente de racha";"Media";"43.101";"-3.279";"321";"Burgos";"Villasana de Mena";"C. Puentearroya, 10A, 09580 Villasana de Mena, Burgos, España";"09580";"El fenómeno se produjo a lo largo del centro, este y noreste de la comarca de Las Merindades, pero los datos de viento más significativos se dieron en el término municipal del Valle de Mena.";"El día 8-8-26 una DANA ubicada en el noroeste de Galicia desarrollaba en el flanco delantero un sector divergente y difluente que afectaba al cuadrante norte peninsular. 
Los perfiles termodinámicos estudiados indicaban para la tarde - noche del sábado un entorno potencialmente inestable capaz de generar convección profunda con fenómenos severos en superficie. El perfil atmosférico presentaba una gran humedad en toda su totalidad que junto a las elevadas temperaturas favorecían un elevado CAPE (2000 - 2800 J/kg según ECMWF). Una convergencia de viento en superficie estaba ubicada al sur de la comarca de Las Merindades, favorecida por el role de viento del sureste a norte - noroeste. Los índices cinemáticos eran significativos, con una cizalladura en los 0-6 km de unos 20 ms según ECMWF y unos 2 a 8 ms en el primer kilómetro. La helicidad relativa a la tormenta oscilaba entre los 50 y los 150 m2s2. El análisis de las hodógrafas indicaban un perfil de viento unidireccional en todo el perfil atmosférico, de componente SW - NE, incrementando la velocidad del viento de manera significativa con la altura con unas hodógrafas unidireccionales. 
Todo este conjunto de parámetros hacía probable la formación de convección profunda al atardecer, especialmente con el desarrollo de storm- splittings y líneas de turbonada como fenómenos más probables dadas las características cinemáticas descritas. 
Análisis radar:
Sobre las 7 de la tarde hora local, varias tormentas se generaban en el entorno de Burgos capital, con desplazamiento al NNE. Conforme se desplazaban hacia el norte, fueron adquiriendo organización y severidad, entrando en un entorno termodinámicamente más inestable. A las 8 de la tarde, en las inmediaciones del entorno de Medina de Pomar se generaba una estructura convectiva lineal, típica de una línea de turbonada o equivalente. En ese momento, la reflectividad radar promedio de la línea convectiva indicaba valores de reflectividad de entre 50 a 60 dBz. El viento radial doppler indicaba velocidades radiales de 50 a 70 km/h en dirección al radar de Vizcaya. Sobre las 8:50 la estructura radar era más organizada, con una longitud mayor y una definición más significativa, llegando a mostrar cierta curvatura la reflectividad de la línea turbonada, indicando que el flujo descendente trasero era lo suficientemente intenso como para desplazar y curvar ligeramente la precipitación, adoptando una estructura de iniciación hacia un bow - echo o eco en  arco. En este momento fue cuando en superficie se registraron los datos de viento más relevantes de todo el evento. 
A las 20:46 horas la imagen radar mostraba al sureste del Valle de Mena una curvatura en la reflectividad acompañado de un máximo de viento radial en la imagen en modo doppler, sugiriendo la iniciación del bow - echo asociado a la intensidad del flujo de salida de la tormenta. El promedio en la reflectividad fue de 50 - 55 dBz con un máximo del viento radial doppler de 30 ms equivalente a unos 110 km/h a una altura de haz de radar de 1200 metros. 
Posteriormente, la línea de turbonada se desplazó hacia el País Vasco, adentrándose durante la noche en el mar Cantábrico. 
Datos en superficie por estaciones meteorológicas locales:
- Castro Grande (1094 metros): 90'1 km/h a las 21:00 horas
- Sopeñano de Mena (330 metros): 85'6 km/h a las 20:56 horas
- Hornes de Mena (440 metros): 83'7 km/h a las 20:59 horas
Varias estaciones meteorológicas más superaron los 60 - 70 km/h. También en puntos del Valle de Losa. 
Respecto a las precipitaciones destacan los 11'6 mm de Villasana de Mena, registrados todos ellos en 15 minutos. 
Las fuertes rachas de viento y la intensa precipitación fue acompañada de un incremento súbito de la presión de unos 3 hPa, típico de estos fenómenos. 

El conjunto de estos datos permite establecer que el fenómeno se generó con alta probabilidad asociado al paso de una compacta línea de turbonada e iniciación de un eco en arco liviano. No se conoce todo el conjunto volumétrico radar, sólo de las elevaciones más bajas, por lo que no podemos afirmar la presencia de un rear inflow jet. Estos vientos lineales, por tanto, se generaron debido al flujo de salida y frente de racha de la línea de turbonada a eco en arco. 
No se tienen reportes de granizo de ningún tamaño.";"NO";"NO";"";"";"";"";"";"Testigo del evento, Informado por un testigo del evento, Información en sitios webs, Fotos o videos del evento, Informe por un aficionado entrenado";"";"";"";"menor que EF0";"T1: 87-115 km/h";"91";"";"";"20 minutos";"Lluvia fuerte, Tormenta";"Mayor de 50 km";"Mayor que 4 km";"Mayor que 4 km";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2228";"https://sinobas.aemet.es/index.php?pag=detal&rep=2228";"earamburu";"";"2026-08-09";"18:05";"+/- 3 horas";"2026-08-10";"Granizada Singular";"Alta";"43.305";"-2.004";"9";"Gipuzkoa";"Donostia / San Sebastián";"Zarautz Kalea, 113, 20018 Donostia / San Sebastián, Gipuzkoa, España";"20018";"ESTE REPORTE CORRESPONDE A VARIOS LUGARES AFECTADOS POR EL MISMO FENÓMENO: San Sebastián - Lorea, S.S. - Gros, Pasajes - Trintxerpe e Ibarra.";"Debido a una jornada bochornosa en la provincia de Gipuzkoa y al calor en el interior de la península, coincidiendo con el descenso de una vaguada con aire frío en cotas altas (5500 m), se produjo una línea de advección por vorticidad. Esto facilitó la presencia de un punto estacionario de convección (punto donde se generan nubes de evolución de forma masiva y constante), empezando por el parque de Aizkorri-Aratz con vientos del Suroeste en cota alta. Dicho punto se trasladó hasta la zona comprendida entre Usurbil y Andoain (en forma de línea entre las dos localidades), lo que facilitó un segundo evento de acumulaciones de lluvia notoriamente masivas.
En las distintas fases de este evento, empezando por la primera (estacionario en Aizkorri-Aratz) produjo granizo de 2 a 3cm en el barrio de Lorea en San Sebastián. Más tarde, afectaría al barrio de Gros, con tamaños de 1 a 2cm. Cabe destacar que estas observaciones se dieron en suelo artificializado, por lo que las muestras pudieron ser inferiores respecto al tamaño real, pudiendo llegar a los 4cm. 
En la estación 1024C se estuvo observando de forma constante y no se detectó granizo, pero cabe resaltar que el tamaño de las gotas era especialmente grande, un indicador claro de granizo cercano.
En la segunda fase del evento, ya con el punto estacionario cercano al litoral, se registró granizo de diversos tamaños en la comarca de Oarsoaldea, llegándose a registrar de forma medida 1 a 2cm (en suelo natural), en el resto de la comarca no se llegó a tomar medida, no obstante, la abundancia fue destacable. Lo mismo sucede con Ibarra durante la primera mitad.
ESTE REPORTE CUENTA CON APROBACIÓN TOTAL DE LA ASOCIACIÓN METEOROLÓGICA DE GIPUZKOA";"NO";"NO";"Desconocido";"Follaje de árboles dañado.";"";"";"";"Informado por un testigo del evento, Fotos o videos del evento, Informe por un aficionado entrenado";"";"";"";"";"";"";"";"";"5 minutos";"";"";"";"";"";"";"";"Entre 2 y 3";"SD";"SD";"1";"Oblongo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2229";"https://sinobas.aemet.es/index.php?pag=detal&rep=2229";"aotefer";"";"2026-08-14";"19:45";"+/- 5 minutos";"2026-08-14";"Reventón / Frente de racha";"No Validado";"40.354";"-3.539";"612";"Madrid";"Rivas-Vaciamadrid";"C. José Saramago, 1V, 28522 Rivas-Vaciamadrid, Madrid, España";"28522";"Avenida José Hierro, 30, Bloque 6, 5°A";"Una racha de viento fuerte ha arrancado dos toldos de la terraza de la vivienda. El viento ha proyectado los toldos fuera de la urbanización.";"NO";"NO";"Ha arrancado dos toldos de la terraza de la vivienda con sus respectivas estructuras.";"";"";"0";"0";"Testigo del evento";"";"";"";"menor que EF0";"T0: 61-86 km/h";"85";"";"";"SD";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2230";"https://sinobas.aemet.es/index.php?pag=detal&rep=2230";"GDStudios";"";"2026-08-14";"03:50";"+/- 5 minutos";"2026-08-15";"Reventón / Frente de racha";"No Validado";"36.699";"-4.450";"7";"Málaga";"Málaga";"C. Cayetano de Cabra, 1, Carretera de Cádiz, 29003 Málaga, España";"29003";"Nació en Marbella, su pico de intensidad fue en Málaga antes de desintegrarse";"El fenómeno sucedió en torno a las 3:30 de la madrugada en la costa del sol occidental (Mijas, Fuengirola, Marbella) y llegó en su pico más intenso a la capital malagueña, dejando un espectáculo de rayos impresionante minutos antes de llegar. La zona de turbonada sacudió puntualmente las calles de la ciudad por lo menos una hora por su avance lento y persistente, dejó una importante cantidad de lluvia, y el viento empezó ha hacer los peores daños dejando como lo más significativo que observé una barrera de una obra en frente de donde me situaba grabando en una de las partes del vídeo, he estado investigando en páginas oficiales tales como el NWS que el daño que lo provocó apunta directamente a una ráfaga que pudo alcanzar los 127 km/h. La tormenta ya mas degastada después de hora y media dejó unos 4000 rayos en la costa incluyendo Málaga que se calmaron parcialmente, seguía presente pero mucho más ligera e inofensiva.";"NO";"NO";"Caída de objetos, caída de tejas, barrera de chapa metálica (Se usan frecuentemente en techos) levantada";"Caída de ramas de grandes dimensiones";"";"";"";"Testigo del evento, Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"EF0: 105-137 km/h";"T2: 116-147 km/h";"127";"";"";"90 minutos";"Lluvia fuerte, Polvo o arena levantado por el viento, Tormenta";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
